OBJECTID,agency,comments,latest,gisacres,incidentname,localincidentidentifier,state,pooresponsibleunit,perimeterdatetime,incomplex,fireyear,uniquefireidentifier,active,complexname,mapmethod,shape__Area,shape__Length
3751,unknown,Perimeter Date Unknown,N,20.5616568,Brown Springs,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,143985.05859375,1493.6446657917
3752,CDF,No entry in FireCode,Y,18.55161726,Adobe,002118,CA,,6/29/2000 12:00:00 AM,,2000,2000-CA-002118,N,,Unknown,132789.07421875,2131.64801275691
3753,unknown,Perimeter Date Unknown,N,141.94671168,Cow Creek Fire,X381,NV,NVWID,12/31/2000 12:00:00 AM,,2000,2000-NVWID-X381,N,,GPS-Unknown Travel Method,1000706.98046875,4448.42966386351
3754,unknown,Perimeter Date Unknown,N,30.34557079,Bullion,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,209463.703125,1817.97944742925
3755,unknown,Perimeter Date Unknown,N,109.54383572,Mustang,,NV,NVBMD,12/31/2000 12:00:00 AM,,2000,2000-NVBMD,N,,GPS-Unknown Travel Method,749901.0234375,4243.41627230763
3756,BLM,Perimeter Date Unknown,N,32.83153295,Dry Fire,Q946,NV,NVBMD,12/31/2000 12:00:00 AM,,2000,2000-NVBMD-Q946,N,,GPS-Unknown Travel Method,226710.6796875,1882.01421996867
3757,unknown,Perimeter Date Unknown,N,7.39107513,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,61071.0078125,1040.24508620037
3758,unknown,Perimeter Date Unknown,N,2237.32559641,Edwards Fire,J845,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-J845,N,,GPS-Unknown Travel Method,15317553.140625,17450.2015702189
3759,unknown,Perimeter Date Unknown,Y,1576.29291581,Strawberry,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,10786678.8476563,14108.9747951826
3760,BLM,Perimeter Date Unknown,N,35.72444558,Ferguson Fire,Q938,NV,NVBMD,12/31/2000 12:00:00 AM,,2000,2000-NVBMD-Q938,N,,GPS-Unknown Travel Method,244428.1171875,2050.93279753281
3761,unknown,Perimeter Date Unknown,N,1034.38238307,Twinpeaks Fire,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,7071145.43359375,19219.3516330475
3762,unknown,Perimeter Date Unknown,N,145.78900525,Twinpeaks Fire,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,995958.8125,8738.20961625375
3763,unknown,Perimeter Date Unknown,N,1092.02205445,Seneca Fire,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,7448900.8671875,12899.381616721
3764,unknown,Perimeter Date Unknown,N,49.23613504,Galena Hill Fire,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,333769.51171875,2501.15167468631
3765,unknown,Perimeter Date Unknown,Y,265.08815488,South Fork,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,1731582.609375,5044.87644408
3766,unknown,Perimeter Date Unknown,Y,7667.20789645,Ramsey Fire,,NV,NVCCD,12/31/2000 12:00:00 AM,,2000,2000-NVCCD,N,,GPS-Unknown Travel Method,52166801.828125,51759.5634319073
3767,unknown,Perimeter Date Unknown,Y,138.26366083,Dixie Fires,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,901099.796875,3520.56739317965
3768,unknown,Perimeter Date Unknown,N,75.71530837,Dixie Fires,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,493375.8984375,2703.03376224068
3769,unknown,Perimeter Date Unknown,N,1329.72230957,5 N Malta,G193,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID-G193,N,,GPS-Unknown Travel Method,9872661.49609375,16035.8504405646
3770,BLM,,Y,241.17722602,Bent Tree,A209,AK,AKAFS,7/23/2000 12:00:00 AM,,2000,2000-AKAFS-A209,N,,Unknown,5274655.640625,16284.7788584534
3771,unknown,Perimeter Date Unknown,N,118.996656,Willie,,MT,IDCNF,12/31/2000 12:00:00 AM,,2000,2000-IDCNF,N,,GPS-Unknown Travel Method,966803.671875,4433.36926647132
3772,unknown,Perimeter Date Unknown,N,9744.18977566,Cow Creek Fire,X381,NV,NVWID,12/31/2000 12:00:00 AM,,2000,2000-NVWID-X381,N,,GPS-Unknown Travel Method,68627831.1757813,52921.5690479807
3773,unknown,,N,212.42251618,Box Canyon Fire,X533,NV,,6/22/2000 12:00:00 AM,,2000,2000-NV-X533,N,,GPS-Unknown Travel Method,1518345.15625,5593.14084044729
3774,unknown,,N,104.37190149,Box Canyon Fire,X533,NV,,6/22/2000 12:00:00 AM,,2000,2000-NV-X533,N,,GPS-Unknown Travel Method,745832.1171875,5023.58486251073
3775,unknown,Perimeter Date Unknown,N,5.39693969,Buck Springs,P-47802,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-P-47802,N,,GPS-Unknown Travel Method,33758.890625,761.327924516438
3776,unknown,Perimeter Date Unknown,Y,15328.51533832,Bucksnort,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MT-,N,Canyon Ferry Complex,GPS-Unknown Travel Method,131248279.671875,65403.069967748
3777,unknown,Perimeter Date Unknown,N,13.43271031,Diamond Peak,,ID,IDPAF,12/31/2000 12:00:00 AM,Y,2000,2000-IDPAF,N,Diamond Complex,GPS-Unknown Travel Method,109444.6953125,1232.91868811606
3778,unknown,Perimeter Date Unknown,N,6.76970943,Diamond Peak,,ID,IDPAF,12/31/2000 12:00:00 AM,Y,2000,2000-IDPAF,N,Diamond Complex,GPS-Unknown Travel Method,54961.046875,931.36106165099
3779,unknown,Perimeter Date Unknown,Y,305.48230252,Blacktail #1,,ND,NDTRP,12/31/2000 12:00:00 AM,Y,2000,2000-NDTRP,N,Blacktail Complex,GPS-Unknown Travel Method,2679285.36328125,8266.97078087858
3780,unknown,Perimeter Date Unknown,Y,1363.67907542,Bullion,,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT,N,,GPS-Unknown Travel Method,9415754.37890625,22394.1995231093
3781,unknown,,N,8.29126704,Callaghan Fire,X524,NV,,6/4/2000 12:00:00 AM,,2000,2000-NV-X524,N,,GPS-Unknown Travel Method,58394.76953125,1498.1854161107
3782,unknown,,N,0.61727253,Callaghan Fire,X524,NV,,6/4/2000 12:00:00 AM,,2000,2000-NV-X524,N,,GPS-Unknown Travel Method,4347.21875,326.66217574368
3783,unknown,Perimeter Date Unknown,Y,643.36530365,Button Point Fire,X392,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-X392,N,,GPS-Unknown Travel Method,4580762.91015625,10873.8712624194
3784,unknown,Perimeter Date Unknown,N,162.73508115,Cold Springs Fire,J950,NV,NVCCD,12/31/2000 12:00:00 AM,,2000,2000-NVCCD-J950,N,,GPS-Unknown Travel Method,1114410.85546875,6013.41270095305
3785,unknown,,N,42.033974,Cherry Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,304943.3203125,2210.06588267399
3786,unknown,Perimeter Date Unknown,N,183.65353727,Burgdorf Junction,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1506029.9296875,8048.19503918333
3787,unknown,Perimeter Date Unknown,Y,143.48949421,Cedar,,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV,N,,GPS-Unknown Travel Method,1045692.18359375,7215.12896766283
3788,unknown,Perimeter Date Unknown,Y,192.28469815,Niobrara,,NE,,12/31/2000 12:00:00 AM,,2000,2000-NE,N,,GPS-Unknown Travel Method,1445926.640625,6171.70046489002
3789,unknown,Perimeter Date Unknown,N,9.41122787,Frog Lake,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,79880.4765625,1420.80357274813
3790,unknown,Perimeter Date Unknown,N,9.41122787,Frog Lake,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,79880.4765625,1420.80357274813
3791,unknown,Perimeter Date Unknown,N,0.57529396,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,5273.3515625,260.162198064391
3792,unknown,,N,316.48675006,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,2295454.734375,6400.12739758815
3793,unknown,Perimeter Date Unknown,N,3031.65869303,Charley,X048,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-X048,N,,GPS-Unknown Travel Method,21767148.5625,25595.2150529427
3794,unknown,Perimeter Date Unknown,N,25.4978416,Chevetto Spring Fire,X526,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-X526,N,,GPS-Unknown Travel Method,184210.8828125,2837.46452658979
3795,unknown,,N,28.41572347,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,206411.046875,3303.07000567104
3796,unknown,Perimeter Date Unknown,N,108.51718849,Fern,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,889933.1796875,4033.14463766712
3797,unknown,Perimeter Date Unknown,N,108.51718849,Fern,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,889933.1796875,4033.14463766712
3798,unknown,Perimeter Date Unknown,N,1.02574056,Rocky Hull,,WA,,12/31/2000 12:00:00 AM,,2000,2000-WA,N,,GPS-Unknown Travel Method,9581.703125,358.562263655992
3799,unknown,Perimeter Date Unknown,N,108.51718849,Fern,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,889933.1796875,4033.14463766712
3800,unknown,Perimeter Date Unknown,N,207.01619356,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1896886.7421875,7661.89430538508
3801,unknown,Perimeter Date Unknown,N,11.0559625,Alpine,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,96888.0859375,1550.65233727398
3802,unknown,Perimeter Date Unknown,N,2.83785926,Ninemile,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,24864.8046875,593.256983468082
3803,unknown,Perimeter Date Unknown,Y,83.06454906,Corral Canyon,R312,UT,,12/31/2000 12:00:00 AM,,2000,2000-UT-R312,N,,GPS-Unknown Travel Method,548367.96875,4408.52661593893
3804,unknown,Perimeter Date Unknown,Y,640.07837858,Pine Forest Fire,X385,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-X385,N,,GPS-Unknown Travel Method,4644332.05859375,10326.7251280985
3805,BLM,,Y,321.70464612,Banks Valley,F796,ID,IDIFD,8/27/2000 12:00:00 AM,,2000,2000-IDIFD-F796,N,,Unknown,2377925.37109375,10128.5275708841
3806,CDF,No entry in FireCode,Y,269.30406511,Beeler,000000,CA,,6/4/2000 12:00:00 AM,,2000,2000-CA-000000,N,,Unknown,1551194.1640625,5281.38196114712
3807,CCO,No entry in FireCode,Y,58.91972698,Beerock,000000,CA,,12/31/2000 12:00:00 AM,,2000,2000-CA-000000,N,,Unknown,352528.8984375,3328.27960825866
3808,BLM,,Y,221.66296198,Cellar,F811,ID,IDIFD,7/25/2000 12:00:00 AM,,2000,2000-IDIFD-F811,N,,Unknown,1715210.71875,6704.58230685601
3809,BLM,,Y,631.64300675,Craters,G190,ID,IDTFD,8/7/2000 12:00:00 AM,,2000,2000-IDTFD-G190,N,,Unknown,4841827.77734375,14401.1631342285
3810,BLM,,Y,2464.64473905,Blacktail,F817,ID,IDIFD,8/29/2000 12:00:00 AM,,2000,2000-IDIFD-F817,N,,Unknown,18976094.2148438,25837.1860401887
3811,BLM,,Y,1163.74207814,Dry Canyon,F907,ID,IDIFD,9/3/2000 12:00:00 AM,,2000,2000-IDIFD-F907,N,,Unknown,8552893.0234375,14580.2904487845
3812,unknown,Perimeter Date Unknown,Y,15125.36736885,Dad'S,,NE,,12/31/2000 12:00:00 AM,,2000,2000-NE,N,,GPS-Unknown Travel Method,112633345.339844,57939.0902088021
3813,BLM,Perimeter Date Unknown,Y,15.22087434,Borax,L766,NM,NMCAD,12/31/2000 12:00:00 AM,,2000,2000-NMCAD-L766,N,,GPS-Unknown Travel Method,86474.62109375,1635.87757483152
3814,CDF,No entry in FireCode,Y,13.2103558,Dangle,001079,CA,,4/3/2000 12:00:00 AM,,2000,2000-CA-001079,N,,Unknown,95626.18359375,1762.49076010879
3815,BLM,,Y,526.24424233,Dant,N687,OR,ORPRD,5/21/2000 12:00:00 AM,,2000,2000-ORPRD-N687,N,,Unknown,4271120.2109375,11855.1596383883
3816,unknown,Perimeter Date Unknown,N,74.85421798,Davy Fire,X391,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-X391,N,,GPS-Unknown Travel Method,537469.15234375,2831.71598633497
3817,unknown,,N,2096.56368269,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,15039810.0507813,44024.4210700643
3818,BLM,,Y,83.97086844,Hammettbri,F053,ID,IDTFD,7/25/2000 12:00:00 AM,,2000,2000-IDTFD-F053,N,,GPS-Unknown Travel Method,634331.57421875,3882.33385905843
3819,unknown,,N,41.34807579,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,300146.66796875,2192.51109103689
3820,unknown,,N,39.69588896,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,287385.765625,2146.73124001166
3821,unknown,,N,40.23675247,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,291041.65625,2158.8462456338
3822,unknown,,N,42.84941086,Kelly Creek Fire,X540,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X540,N,,GPS-Unknown Travel Method,306919.05078125,2217.25446314349
3823,BLM,Perimeter Date Unknown,N,46.52319962,Diamond A,F013,ID,IDTFD,12/31/2000 12:00:00 AM,,2000,2000-IDTFD-F013,N,,GPS-Unknown Travel Method,343158.5703125,2540.4607257697
3824,unknown,Perimeter Date Unknown,N,45.73307693,Fourth Street Fire,J906,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-J906,N,,GPS-Unknown Travel Method,311220.9140625,2748.19072009539
3825,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,6.36165203,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,52748.4140625,923.329945831789
3826,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,6.36165203,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,52748.4140625,923.329945831789
3827,unknown,Perimeter Date Unknown,N,9.86226967,Snake Cr,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,82194.03125,1017.6509454014
3828,unknown,Perimeter Date Unknown,Y,459.00524566,Valley Complex,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,3851338.4453125,13019.8113285948
3829,unknown,,N,8.16563717,Elbow Fire,X538,NV,,7/1/2000 12:00:00 AM,,2000,2000-NV-X538,N,,GPS-Unknown Travel Method,57610.59375,1117.96442195959
3830,unknown,Perimeter Date Unknown,N,143784.21255859,Clear Creek,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,Clear Creek Complex,GPS-Unknown Travel Method,1172070627.57031,297505.402487961
3831,USFS,,Y,660.55022235,Morris,,NM,,8/8/2000 12:00:00 AM,,2000,2000-NM,N,,Hand Sketch,4128709.26953125,8578.2538366453
3832,BLM,,Y,406.70952832,Dayton 2,F809,ID,IDIFD,7/20/2000 12:00:00 AM,,2000,2000-IDIFD-F809,N,,Unknown,2993522.109375,6999.27491165986
3833,unknown,Perimeter Date Unknown,N,11.57845954,Pardee,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,101582.515625,1231.13647883745
3834,unknown,Perimeter Date Unknown,N,11.43780343,Valley Complex,,MT,,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,95492.84375,1284.00443361819
3835,unknown,Perimeter Date Unknown,Y,182.99594425,Motoqua,R269,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-R269,N,,GPS-Unknown Travel Method,1171955.00390625,6883.56852546722
3836,CCO,No entry in FireCode,Y,35.40894821,Orcas,059000,CA,,10/22/2000 12:00:00 AM,,2000,2000-CA-059000,N,,Unknown,210401.73046875,2176.7369225275
3837,unknown,,N,93.21650061,Pumpernickle Fire,X356,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X356,N,,GPS-Unknown Travel Method,656337.47265625,4363.29997249845
3838,BLM,No entry in FireCode,Y,166.51728185,Purgatory,U774,AZ,,9/8/2000 12:00:00 AM,,2000,2000-AZ-U774,N,,Unknown,1056957.0703125,6669.83677191816
3839,unknown,Perimeter Date Unknown,N,544.67442074,China Springs Fire,J898,NV,NVCCD,12/31/2000 12:00:00 AM,,2000,2000-NVCCD-J898,N,,GPS-Unknown Travel Method,3638071.28125,8906.87302795968
3840,unknown,Perimeter Date Unknown,Y,603.74183452,Mitchell Fire,J906,NV,,12/31/2000 12:00:00 AM,,2000,2000-NV-J906,N,,GPS-Unknown Travel Method,4115731.421875,8679.60611065982
3841,unknown,Perimeter Date Unknown,N,8.68549427,Thompson Peak,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,76020.8828125,1199.24409338443
3842,unknown,Perimeter Date Unknown,N,1.51350374,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,12579.2578125,456.627306699625
3843,CDF,No entry in FireCode,Y,24.93540387,Rio,000084,CA,,6/20/2000 12:00:00 AM,,2000,2000-CA-000084,N,,Unknown,154979.90625,2457.85270533488
3844,unknown,Perimeter Date Unknown,N,24554.05147416,Hamilton,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,202864108.0625,86498.6255935385
3845,unknown,Perimeter Date Unknown,N,120.22054424,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1099873.75,4562.06059105294
3846,unknown,Perimeter Date Unknown,N,12.59234418,Shellrock,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,101569.15625,1452.97887095336
3847,unknown,Perimeter Date Unknown,N,5.88225142,Shellrock,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,47428.5,1754.58095331612
3848,unknown,Perimeter Date Unknown,N,37.98892727,O'Brian Ii,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,319053.3671875,2294.14895399816
3849,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,0.31712134,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,2365.359375,457.970970784351
3850,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,33.26711225,,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,280336.4609375,2557.47086945654
3851,unknown,Perimeter Date Unknown,N,6.75749063,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,61938.5234375,886.091729718735
3852,unknown,Perimeter Date Unknown,N,2.63021142,Ryan,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,22662.2734375,533.658082348558
3853,BLM,Perimeter Date Unknown,N,1405.26904015,Camas,F904,ID,IDIFD,12/31/2000 12:00:00 AM,,2000,2000-IDIFD-F904,N,,GPS-Unknown Travel Method,11020472.8242188,17323.2299871031
3854,unknown,Perimeter Date Unknown,N,215.58773605,Twelve Mile,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1745200.671875,12766.4286353778
3855,unknown,Perimeter Date Unknown,N,120.20735028,Flossie,,ID,IDPAF,12/31/2000 12:00:00 AM,Y,2000,2000-IDPAF,N,Flossie Complex,GPS-Unknown Travel Method,990510.3125,4975.41515010792
3856,unknown,Perimeter Date Unknown,N,2185.56069688,Red Rock Fire,,NV,NVCCD,12/31/2000 12:00:00 AM,,2000,2000-NVCCD,N,,GPS-Unknown Travel Method,14980742.5742188,16444.6160745785
3857,unknown,Perimeter Date Unknown,N,11.57845954,Pardee,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,101582.515625,1231.13647883745
3858,unknown,Perimeter Date Unknown,Y,4954.04484314,Pony,,NE,,12/31/2000 12:00:00 AM,,2000,2000-NE,N,,GPS-Unknown Travel Method,36878575.7070313,42737.5441431164
3859,unknown,Perimeter Date Unknown,N,51.01213711,Thompson Peak,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,446707.28125,4112.17431644451
3860,unknown,Perimeter Date Unknown,N,0.57537807,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,5273.609375,263.188574815551
3861,unknown,Perimeter Date Unknown,N,2.63898867,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,24105.7265625,580.64652779994
3862,unknown,Perimeter Date Unknown,N,836.82578899,Diamond Peak,,ID,IDPAF,12/31/2000 12:00:00 AM,,2000,2000-IDPAF,N,,GPS-Unknown Travel Method,6783983.8671875,15775.2077451924
3863,unknown,Perimeter Date Unknown,N,11.57845954,Pardee,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,101582.515625,1231.13647883745
3864,unknown,Perimeter Date Unknown,N,1.19519854,Valley Complex,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,9939.390625,420.213461820518
3865,unknown,Perimeter Date Unknown,N,80.85730159,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,669207.1171875,5124.84365691093
3866,unknown,Perimeter Date Unknown,N,20.56175386,Thompson Peak,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,180043.671875,2755.58909958096
3867,BLM,,Y,172.8752772,Diamond A,F013,ID,IDTFD,6/30/2000 12:00:00 AM,,2000,2000-IDTFD-F013,N,,GPS-Unknown Travel Method,1275226.8046875,10946.6002274735
3868,unknown,,N,39.34835821,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,284933.234375,2135.30753093618
3869,unknown,,N,39.76983848,Double H Fire,X354,NV,,7/17/2000 12:00:00 AM,,2000,2000-NV-X354,N,,GPS-Unknown Travel Method,288528.84375,2150.51676413797
3870,unknown,Perimeter Date Unknown,N,4.69945084,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,42604.875,735.581617052751
3871,unknown,Perimeter Date Unknown,N,4.69944237,East Thunder,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,42575.796875,735.330984441356
3872,unknown,Perimeter Date Unknown,N,316.6918739,Windy,,MT,,12/31/2000 12:00:00 AM,,2000,2000-MT,N,,GPS-Unknown Travel Method,2657811.6015625,10877.0233103918
3873,NPS,No entry in FireCode,Y,38.2236253,Echo Cree,000377,CA,,10/16/2000 12:00:00 AM,,2000,2000-CA-000377,N,,Unknown,248047.86328125,2284.93873497184
3874,BLM,,Y,60.0360737,Sand Springs,F599,ID,IDTFD,7/18/2000 12:00:00 AM,,2000,2000-IDTFD-F599,N,,Unknown,440473.33203125,3855.72223541239
3875,BLM,,Y,265.30306542,Sands,F832,ID,IDIFD,8/29/2000 12:00:00 AM,,2000,2000-IDIFD-F832,N,,Unknown,2014762.71875,7114.42843332036
3876,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,6.36165203,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,52748.4140625,923.329945831789
3877,unknown,Perimeter Date Unknown,N,471.35348344,Parker Roan,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,3877629.8046875,8820.10903885102
3878,unknown,Perimeter Date Unknown,N,5004.6068868,Thirty,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,41662675.9375,39082.8594460371
3879,unknown,Perimeter Date Unknown,N,1095.18990152,Throng,,ID,,12/31/2000 12:00:00 AM,Y,2000,2000-ID,N,Wilderness Complex,GPS-Unknown Travel Method,9106168.9609375,16156.8443420297
3880,unknown,Perimeter Date Unknown,N,2565.7685107,Short Creek,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,21190985.140625,19077.4835137033
3881,unknown,Perimeter Date Unknown,N,3197.73900037,Packer Meadows,,ID,IDSCF,12/31/2000 12:00:00 AM,Y,2000,2000-IDSCF,N,SCF Wilderness Complex,GPS-Unknown Travel Method,26303000.59375,25241.3360765452
3882,unknown,Perimeter Date Unknown,N,11296.29158026,Butts,,ID,IDSCF,12/31/2000 12:00:00 AM,,2000,2000-IDSCF,N,,GPS-Unknown Travel Method,92567183.1640625,52484.0855477484
3883,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,0.69367836,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,5718.1484375,282.866287566701
3884,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,0.2342198,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1752.078125,541.746191447066
3885,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,0.20530147,,,ID,,12/31/2000 12:00:00 AM,,2000,2000-ID,N,,GPS-Unknown Travel Method,1531.94140625,398.179713639491
3886,unknown,Perimeter Date Unknown,N,9.77664884,Samaria,,ID,IDIFD,12/31/2000 12:00:00 AM,,2000,2000-IDIFD,N,,GPS-Unknown Travel Method,71887.48828125,1267.96101773782
3887,unknown,Perimeter Date Unknown;  Fire Name Unknown,N,2046.55072158,,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,16965855.21875,27530.772050083
3888,unknown,Perimeter Date Unknown,N,700.64244748,Taylor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,5817158.3515625,9768.32448306299
3889,unknown,Perimeter Date Unknown,N,155.63188605,Razor,,MT,MTBRF,12/31/2000 12:00:00 AM,Y,2000,2000-MTBRF,N,Valley Complex,GPS-Unknown Travel Method,1286870.28125,7723.51071484903
